Time,UAV,Event,PacketSize,Source,Destination,Latency,PacketLoss,Throughput,Label
74.5535,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
74.8258,uav5,Send,356,uav5,groundStation,54.8091,1.63936,6.49527,Normal
74.8258,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
75.2789,uav4,Send,763,uav4,groundStation,42.5736,0.554163,17.9219,Normal
75.2789,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
75.3651,uav2,Send,493,uav2,groundStation,78.8984,3.28316,6.24854,Normal
75.3651,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
75.6184,uav3,Send,1022,uav3,groundStation,103.653,23.1811,9.85984,Attack
75.6184,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
76.0303,uav1,Send,656,uav1,groundStation,69.8912,3.37443,9.38602,Normal
76.0303,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
76.8544,uav2,Send,933,uav2,groundStation,58.4014,4.95234,15.9756,Normal
76.8544,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
77.2386,uav3,Send,966,uav3,groundStation,164.147,20.768,5.88497,Attack
77.2386,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
77.2609,uav4,Send,334,uav4,groundStation,61.0144,3.48127,5.47412,Normal
77.2609,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
77.368,uav5,Send,389,uav5,groundStation,59.9515,4.67096,6.48857,Normal
77.368,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
78.3795,uav3,Send,707,uav3,groundStation,144.375,23.5567,4.89697,Attack
78.3795,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
78.5906,uav2,Send,643,uav2,groundStation,62.3945,3.82202,10.3054,Normal
78.5906,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
78.6443,uav1,Send,453,uav1,groundStation,41.6327,4.86006,10.8809,Normal
78.6443,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
79.0224,uav4,Send,965,uav4,groundStation,75.498,2.2889,12.7818,Normal
79.0224,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
79.4026,uav5,Send,899,uav5,groundStation,33.9576,2.52088,26.4742,Normal
79.4026,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
79.9536,uav3,Send,826,uav3,groundStation,178.839,22.6352,4.61867,Attack
79.9536,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
80.1144,uav4,Send,718,uav4,groundStation,73.8242,1.8345,9.72581,Normal
80.1144,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
80.4203,uav2,Send,1003,uav2,groundStation,34.4927,1.62239,29.0786,Normal
80.4203,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
81.0997,uav5,Send,895,uav5,groundStation,49.3706,4.77929,18.1282,Normal
81.0997,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
81.3016,uav1,Send,780,uav1,groundStation,41.4864,3.60396,18.8013,Normal
81.3016,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
81.3565,uav4,Send,544,uav4,groundStation,75.0036,3.78819,7.25298,Normal
81.3565,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
81.8769,uav2,Send,892,uav2,groundStation,57.8675,1.72597,15.4145,Normal
81.8769,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
82.5841,uav4,Send,820,uav4,groundStation,42.4578,1.95982,19.3133,Normal
82.5841,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
82.8915,uav3,Send,588,uav3,groundStation,113.748,25.0787,5.16931,Attack
82.8915,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
83.0721,uav1,Send,899,uav1,groundStation,38.2681,4.48683,23.4921,Normal
83.0721,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
83.1425,uav2,Send,372,uav2,groundStation,34.2645,3.82276,10.8567,Normal
83.1425,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
83.8827,uav5,Send,435,uav5,groundStation,32.0911,3.35299,13.5552,Normal
83.8827,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
84.7901,uav3,Send,689,uav3,groundStation,127.903,30.0153,5.38691,Attack
84.7901,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
85.0817,uav4,Send,746,uav4,groundStation,28.9298,4.85585,25.7866,Normal
85.0817,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
85.1473,uav2,Send,464,uav2,groundStation,62.475,2.5332,7.42697,Normal
85.1473,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
85.7505,uav1,Send,666,uav1,groundStation,56.7049,1.81757,11.745,Normal
85.7505,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
85.8393,uav3,Send,870,uav3,groundStation,110.503,22.5665,7.87308,Attack
85.8393,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
85.9798,uav5,Send,636,uav5,groundStation,77.6154,4.52924,8.19425,Normal
85.9798,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
86.3454,uav4,Send,324,uav4,groundStation,21.158,2.96098,15.3133,Normal
86.3454,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
87.1246,uav5,Send,872,uav5,groundStation,28.9087,3.16504,30.1639,Normal
87.1246,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
87.5654,uav2,Send,634,uav2,groundStation,44.404,3.10961,14.278,Normal
87.5654,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
88.0476,uav3,Send,473,uav3,groundStation,136.436,34.4015,3.46684,Attack
88.0476,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
88.0943,uav1,Send,924,uav1,groundStation,34.9048,4.4962,26.472,Normal
88.0943,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
88.642,uav5,Send,807,uav5,groundStation,36.6664,2.17866,22.0092,Normal
88.642,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
89.3046,uav4,Send,920,uav4,groundStation,21.5914,3.87768,42.6097,Normal
89.3046,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
89.6696,uav2,Send,979,uav2,groundStation,39.7726,4.65871,24.615,Normal
89.6696,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
89.851,uav3,Send,394,uav3,groundStation,172.119,20.0729,2.28912,Attack
89.851,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
90.106,uav1,Send,418,uav1,groundStation,50.7471,2.06814,8.23692,Normal
90.106,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
91.4318,uav5,Send,276,uav5,groundStation,43.2096,3.56232,6.38747,Normal
91.4318,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
91.5109,uav3,Send,740,uav3,groundStation,171.429,19.0985,4.31666,Attack
91.5109,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
91.5558,uav4,Send,374,uav4,groundStation,60.5745,2.96763,6.17421,Normal
91.5558,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
92.1273,uav1,Send,294,uav1,groundStation,28.8961,1.77215,10.1744,Normal
92.1273,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
92.6038,uav2,Send,518,uav2,groundStation,62.6202,1.8484,8.27209,Normal
92.6038,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
93.4919,uav5,Send,626,uav5,groundStation,42.3607,0.610373,14.7778,Normal
93.4919,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
93.6196,uav2,Send,946,uav2,groundStation,75.3267,2.12518,12.5586,Normal
93.6196,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
93.8651,uav3,Send,925,uav3,groundStation,101.945,23.5102,9.07352,Attack
93.8651,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
94.3143,uav4,Send,437,uav4,groundStation,57.3339,0.538302,7.62202,Normal
94.3143,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
94.7986,uav2,Send,847,uav2,groundStation,32.585,3.60902,25.9936,Normal
94.7986,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
94.8399,uav1,Send,844,uav1,groundStation,54.6284,1.80399,15.4498,Normal
94.8399,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
95.5503,uav3,Send,601,uav3,groundStation,175.909,22.7773,3.41654,Attack
95.5503,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
95.553,uav5,Send,469,uav5,groundStation,58.8318,2.54687,7.97188,Normal
95.553,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
95.8725,uav4,Send,808,uav4,groundStation,55.3244,4.25218,14.6048,Normal
95.8725,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
96.03,uav2,Send,399,uav2,groundStation,21.0123,3.50278,18.9889,Normal
96.03,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
96.5557,uav3,Send,827,uav3,groundStation,140.785,27.972,5.87422,Attack
96.5557,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
97.2304,uav1,Send,544,uav1,groundStation,67.4504,4.63789,8.06518,Normal
97.2304,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
97.7538,uav5,Send,861,uav5,groundStation,46.5221,4.96014,18.5073,Normal
97.7538,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
98.2237,uav3,Send,406,uav3,groundStation,136.881,19.5552,2.96609,Attack
98.2237,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
98.4229,uav2,Send,740,uav2,groundStation,52.3471,3.30483,14.1364,Normal
98.4229,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
98.4249,uav1,Send,410,uav1,groundStation,72.8064,3.28472,5.63137,Normal
98.4249,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
98.798,uav4,Send,391,uav4,groundStation,78.8348,2.95091,4.95974,Normal
98.798,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
99.7937,uav5,Send,256,uav5,groundStation,50.1632,2.2071,5.10334,Normal
99.7937,groundStation,Receive,0,UAV,groundStation,0,0,0,Normal
